question,answer,score,title,state,link
What should be the academic major of the applicant?,female high school seniors or graduates,0.1323145627975464,Southern Automotive Womens Forum Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/southern-automotive-womens-forum-scholarship
What should be the academic major of the applicant?,"third, fourth or fifth-year college students leading to an undergraduate degree",0.2998732626438141,The Luther and Mary Ida Vandross Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/the-luther-and-mary-ida-vandross-scholarship
What should be the academic major of the applicant?,Thomas J. Watson,2.9158745746826753e-06,Thomas J. Watson Fellowship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/thomas-j-watson-fellowship
What should be the academic major of the applicant?,music major or majoring in another field,0.06610530614852905,UCA Music Scholarships,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/uca-music-scholarships
What should be the academic major of the applicant?,current undergraduates or graduates,0.23755709826946259,UNCF General Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/uncf-general-scholarship
What should be the academic major of the applicant?,2.5 GPA,0.03361994028091431,Union Pacific William E. Wimmer Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/union-pacific-william-e-wimmer-scholarship
What should be the academic major of the applicant?,railway engineering,0.06436249613761902,William E. and Barbara I. Van Trump Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/william-e-and-barbara-i-van-trump-scholarship
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,baccalaureate degree,0.30669137835502625,AAUW Sacramento Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aauw-sacramento-scholarship
What should be the academic major of the applicant?,high school grads or GED recipient 23 years of age or older,0.07014808058738708,AAUW's Re-Entry Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aauws-re-entry-scholarship
What should be the academic major of the applicant?,"junior, senior, or graduate student",0.024760782718658447,Alan Lucas Educational Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/alan-lucas-educational-scholarships
What should be the academic major of the applicant?,agriculture,0.247700035572052,American Florists' Exchange Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/american-florists-exchange-scholarship
What should be the academic major of the applicant?,"financial need, merit, character, and church membership",0.008925235830247402,Associated Women for Pepperdine Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/associated-women-for-pepperdine-scholarship
What should be the academic major of the applicant?,Applicant must be a California resident,0.10731495171785355,Association of California Water Agencies Awards,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/association-of-california-water-agencies-awards
What should be the academic major of the applicant?,welding engineering,0.05263633280992508,AWS Donald F Hastings Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aws-donald-f-hastings-scholarship
What should be the academic major of the applicant?,Applicants must be attending eligible law schools in the Bay Area,0.002547776559367776,Bay Area Minority Law Student Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/bay-area-minority-law-student-scholarship
What should be the academic major of the applicant?,graduate,0.026314793154597282,Beverly G. Alpay Memorial Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/beverly-g-alpay-memorial-scholarship
What should be the academic major of the applicant?,African American/Black,0.028544239699840546,Bill H. James Foundation for Aspiring African American Engineers,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/bill-h-james-foundation-for-aspiring-african-american-engineers
What should be the academic major of the applicant?,"art, photography, graphic design",0.12124460190534592,Bob & Renee Stein Notre Vue Art Fund,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/bob-and-renee-stein-notre-vue-art-fund
What should be the academic major of the applicant?,Applicants must be legal U.S. citizens or permanent residents,0.008186537772417068,Bonnie Fang Nursing Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/bonnie-fang-nursing-scholarship
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,U.S. citizen or eligible non-citizen,0.07359211891889572,Cal Grant C Award Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cal-grant-c-award-program
What should be the academic major of the applicant?,associate,0.00032879115315154195,Cal Grant High School Entitlement Award,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cal-grant-high-school-entitlement-award
What should be the academic major of the applicant?,GPA of 3.0 or higher,0.014495142735540867,Calflowers Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/calflowers-scholarship
What should be the academic major of the applicant?,"any accredited public or private college, university, or trade school",0.005925788544118404,California Assn. of Collectors Educational Scholarship Foundation,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-assn-of-collectors-educational-scholarship-foundation
What should be the academic major of the applicant?,college student working as an intern,0.014072178862988949,California Broadcasters Association Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-broadcasters-association-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.04798324406147003,California Institute of Advanced Management (CIAM) Academic Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-institute-of-advanced-management-ciam-academic-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.27469050884246826,California Institute of Advanced Management (CIAM) Community Scholarship (MBA),California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-institute-of-advanced-management-ciam-community-scholarship-mba
What should be the academic major of the applicant?,good academic standing,0.06547753512859344,California Polytechnic State University Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-polytechnic-state-university-scholarships
What should be the academic major of the applicant?,2.5 GPA,0.1487145721912384,California State University- Fullerton Alumni Association Student Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-state-universityfullerton-alumni-association-student-scholarship
