GPA,SAT,GRADE,ACT,MUST ATTEND INTO,RESIDENTIAL ADDRESS,INCOME,ETHNICITY,RACE,NATIONALITY,AGE,GENDER,RELIGION,ABILITY,DISABILITY,MAJOR,DEADLINE,MUST STUDY IN,TITLE,STATE,LINK
3.0,-,between 16-25,-,-,Colorado,-,-,-,-,16,-,-,-,-,-,-,-,Captain Jeff Kuss Aviation Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/captain-jeff-kuss-aviation-scholarship
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Performing Arts Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/cbc-spouses-performing-arts-scholarship
3.0,-,sophomores or juniors,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Climate Adaptation Scientists of Tomorrow Program,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/climate-adaptation-scientists-of-tomorrow-program
3.25,-,-,-,Colorado Christian University,-,-,-,-,United States,-,-,-,-,-,-,-,-,Colorado Christian University Commendation Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-commendation-scholarship
3.4,1110,-,22,CCU's College of Undergraduate Studies,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Christian University Dean's Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-deans-scholarship
3.6,-,-,24,CCU's College of Undergraduate Studies,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Christian University President's Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-presidents-scholarship
2.0,-,-,-,Colorado Christian University School of Music,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Christian University School of Music Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-school-of-music-scholarship
3.8,1320,-,28,Colorado Christian University,-,-,-,-,-,-,-,Christian,-,-,-,-,-,Colorado Christian University Trustees' Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-trustees-scholarship
3.20,1110,-,-,Colorado Mesa University,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Mesa University Academic Achievement Award,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-mesa-university-academic-achievement-award
3.75,-,-,29,Colorado Mesa University,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Mesa University's Distinguished Scholar Award,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-mesa-universitys-distinguished-scholar-award
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Mesa University's First Generation Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-mesa-universitys-first-generation-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Mesa University's Legacy Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-mesa-universitys-legacy-scholarship
3.0,-,undergraduate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JWU International Presidential Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/jwu-international-presidential-scholarship
3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"business, finance or economics",-,-,Linda Norton Good Neighbor Scholarship Fund,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/linda-norton-good-neighbor-scholarship-fund
2.0,-,-,-,-,-,-,-,-,U.S.,-,-,-,-,-,-,-,-,Partner Colorado Foundation Scholarships,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/partner-colorado-foundation-scholarships
2.0,-,-,-,-,-,-,-,-,U.S.,-,-,-,-,-,-,-,-,Red Rocks Community College Foundation Scholarships,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/red-rocks-community-college-foundation-scholarships
2.7,-,high school,-,Colorado,-,-,-,-,-,-,-,-,-,-,2.7 GPA,-,-,Smokin Skulls for Scholars,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/smokin-skulls-for-scholars
2.5,-,-,-,a college or university in Union Pacific's service area,-,-,-,-,-,-,-,-,-,-,-,-,-,Union Pacific William E. Wimmer Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/union-pacific-william-e-wimmer-scholarship
2.5,-,-,-,a college or university in Union Pacific’s service area,-,-,females,females,-,-,F,-,-,-,-,-,-,William E. and Barbara I. Van Trump Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/william-e-and-barbara-i-van-trump-scholarship
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Performing Arts Scholarship,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/cbc-spouses-performing-arts-scholarship
3.0,-,-,-,-,-,-,Korean,-,-,-,-,-,-,-,-,-,-,Korean American Scholarship Foundation-Northeastern Regional Chapter,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/korean-american-scholarship-foundation-northeastern-regional-chapter
2.5,-,high school senior,-,Historically Black College or University,-,-,-,-,-,-,-,-,-,-,"Criminal Justice, Journalism or Nursing or Healthcare",-,-,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/beca-inc-edna-r-anthony-memorial-scholarship
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Performing Arts Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/cbc-spouses-performing-arts-scholarship
3.0,1010,High school,-,-,-,-,-,-,U.S.,-,-,-,-,-,-,-,-,Christa McAuliffe Teacher Incentive Program,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/christa-mcauliffe-teacher-incentive-program
2.75,-,-,-,Delaware State University,-,-,-,-,-,-,-,-,-,-,-,-,-,DSU Inspire Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/dsu-inspire-scholarship
3.0,-,-,-,a college/university in the area,-,-,Asian/Asian American,Asian/Asian American,-,-,-,-,-,-,-,-,-,Future Leaders Scholarship Program by NAAAP Philadelphia,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/future-leaders-scholarship-program-by-naaap-philadelphia
3.0,-,four-year,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Katherine B. Ross Education Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/katherine-b-ross-education-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Korean American Scholarship Foundation-Eastern Regional Chapter,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/korean-american-scholarship-foundation-eastern-regional-chapter
3.0,-,-,-,Greater Philadelphia accredited college/university,-,-,Asian/Asian American,Asian/Asian American,Asian/Asian American,-,-,-,-,-,-,-,Greater Philadelphia high school,NAAAP Philadelphia Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/naaap-philadelphia-scholarship
2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Norfolk Southern Foundation Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/norfolk-southern-foundation-scholarship
3.0,-,-,-,-,"Delaware, New Jersey or Pennsylvania",-,-,-,-,-,-,-,-,-,-,-,-,"Red, White & Blue Military and Law Enforcement Scholarship",Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/red-white-and-blue-military-and-law-enforcement-scholarship
2.5,1350,-,19,Delaware Tech,-,-,-,-,-,-,-,-,-,-,-,-,-,Student Excellent Equals Degree (SEED) Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/student-excellent-equals-degree-seed-scholarship
2.5,-,"third, fourth or fifth-year",-,-,"Pennsylvania, Delaware, or Southern New Jersey",-,-,-,-,-,-,-,-,-,undergraduate degree,-,-,The Luther and Mary Ida Vandross Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/the-luther-and-mary-ida-vandross-scholarship
2.0,-,-,-,-,-,-,-,-,U.S.,20,F,-,-,-,-,-,-,Wilmington Women in Business Fresh Start Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/wilmington-women-in-business-fresh-start-scholarship
2.8,980,high school senior,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5 Strong Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/5-strong-scholarship
2.8,1140,-,23,Ave Maria University,Michigan,-,-,-,-,-,-,Catholic,-,-,-,-,-,Ave Maria University Michigan Homeschooled Faith Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/ave-maria-university-michigan-homeschooled-faith-scholarship
2.5,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,AWS William B. Howell Memorial Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/aws-william-b-howell-memorial-scholarship
2.75,-,-,-,-,"Sarasota or Manatee County, Florida",-,-,-,-,-,-,-,-,-,-,-,-,Barbaras Caras Memorial Scholarship for Film Studies,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/barbaras-caras-memorial-scholarship-for-film-studies
2.5,-,high school senior,-,Historically Black College or University,-,-,-,-,-,-,-,-,-,-,"Criminal Justice, Journalism or Nursing or Healthcare",-,-,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/beca-inc-edna-r-anthony-memorial-scholarship
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Performing Arts Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/cbc-spouses-performing-arts-scholarship
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Visual Arts Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/cbc-spouses-visual-arts-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eda and Cliff Viner Community Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/eda-and-cliff-viner-community-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FCHCC Achieving the Dream Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/fchcc-achieving-the-dream-scholarship
4.0,1440,-,32,-,-,-,US citizen or permanent resident,-,US citizen or permanent resident,-,-,-,-,-,-,-,-,Florida A&M University Distinguished Scholars Award,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/florida-aandm-university-distinguished-scholars-award
3.5,1220,-,27,Florida A&M University,-,-,-,-,-,-,-,-,-,-,-,-,-,Florida A&M University Presidential Special Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/florida-aandm-university-presidential-special-scholarship
2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,James H. Davis Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/james-h-davis-scholarship
3.1,-,high school,-,University of Central Florida,-,-,Jewish,-,Jewish,-,-,Jewish,-,-,-,-,-,JFS Orlando Kobrin Family Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/jfs-orlando-kobrin-family-scholarship
3.0,-,-,-,Florida public or eligible private institutions,Florida,-,Hispanic,-,U.S.,-,-,-,-,-,-,-,-,José Martí Scholarship Challenge Grant Fund,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/jos%C3%A9-mart%C3%AD-scholarship-challenge-grant-fund
3.0,-,undergraduate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JWU International Presidential Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/jwu-international-presidential-scholarship
2.75,-,-,-,-,-,-,-,-,U.S.,-,-,-,-,-,-,-,-,Keisha Bodden Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/keisha-bodden-scholarship
3.0,-,-,-,-,-,-,Korean,-,-,-,-,-,-,-,-,-,-,Korean American Scholarship Foundation-Southern Regional Chapter,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/korean-american-scholarship-foundation-southern-regional-chapter
3.0,-,-,-,-,Florida,-,-,-,U.S.,-,-,-,-,-,-,-,-,Mary McLeod Bethune Scholarships,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/mary-mcleod-bethune-scholarships
2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0 GPA,-,-,Pen Air Federal Credit Union Scholarship Program,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/pen-air-federal-credit-union-scholarship-program
